country_name	ccode	index	election_id	year	partyname	cmpcode	self_sup	self_supp_t1	self_supp_t2	self_supp_ch_t	self_supp_ch_t1	party_all	party_all_t1	party_all_t2	party_ch_all_voters_t	party_ch_all_voters_t1	abs_party_all_ch	n_pid	toofew	party_sup	party_supp_t1	party_ch_supporters_t	party_ch_supporters_t1	party_ind	party_ind_t1	party_ind_ch	party_ind_ch1	party_oth	party_oth_t1	party_others_ch	party_others_ch1	interpolated_expert	interpolated_expert_t1	interpolated_expert_t2	interpolated_expert_ch1	interpolated_expert_ch2	interpolated_expert_10	interpolated_expert_t1_10	interpolated_expert_t2_10	interpolated_expert_ch1_10	interpolated_expert_ch2_10	abs_interp_expert_ch	emp_posit_t	emp_posit_t1	emp_posit_t2	emp_ch1	emp_ch2	emp_posit_t_10	emp_posit_t1_10	emp_posit_t2_10	emp_ch1_10	emp_ch2_10	abs_epmch	greens	ingovt	vote	anti_eu	extremism_expert	extremism_cmp_lr	cmp_eu_ratio	cmp_eu_ratio_t1	cmp_eu_ratio_t2	cmp_eu_ratio_ch1	cmp_eu_ratio_ch2
"Denmark"	13.0	14091	5.0	2009.0	"DF"	13720	3.896	2.936	3.25	0.9599998	-0.3139999	3.316	2.389	2.197	0.92700005	0.19199991	0.92700005	52.0		4.894	3.346	1.5480001	0.84599996	3.39754	2.47982	0.9177201	0.25215006	3.09218	2.27143	0.82075	0.11638999	2.355227	1.9749999	1.4285715	0.3802271	0.54642844	3.0328405	2.4624999	1.6428572	0.57034063	0.81964266	0.3802271	-37.83784	-18.3099	-33.33	-19.527977	15.023468	3.7972972	4.6760545	4.0001497	-0.87875724	0.67590475	19.527977	0.0	0.0	14.8	1.0	1.6470001	14.893617	-0.6666667	-1.0	-1.0	0.3333333	0.0
"Finland"	14.0	15041	4.0	2004.0	"VIHR"	14110	4.824	5.455		-0.63100004		5.216	5.525		-0.30900002		0.30900002	39.0	1.0	5.692	6.286	-0.59399986		5.03404	5.41121	-0.3771701		5.2849	5.59048	-0.30557966		5.67	5.2		0.47000027		8.005	7.2999997		0.7050004		0.47000027	6.2818336	2.8673835	0.7518797	3.4144502	2.1155038	5.7826824	5.629032	5.5338345	0.15365028	0.09519768	3.4144502	1.0	0.0	10.4	0.0	1.6700001	33.522728	-0.33333334				
"Finland"	14.0	15091	5.0	2009.0	"VIHR"	14110	5.842	4.824	5.455	1.0180001	-0.63100004	6.242	5.216	5.525	1.026	-0.30900002	1.026	60.0		6.61	5.692	0.9180002	-0.59399986	6.22581	5.03404	1.1917701	-0.3771701	6.20289	5.2849	0.91798973	-0.30557966	6.0008335	5.67	5.2	0.33083344	0.47000027	8.50125	8.005	7.2999997	0.49625015	0.7050004	0.33083344	1.7241379	6.2818336	2.8673835	-4.557696	3.4144502	5.577586	5.7826824	5.629032	-0.20509624	0.15365028	4.557696	1.0	1.0	12.4	0.0	2.0	21.470589	0.6	-0.33333334		0.9333334	
"Finland"	14.0	15041	4.0	2004.0	"VAS"	14223	4.371	3.909		0.4619999		3.981	4.956		-0.9749999		0.9749999	30.0	1.0	4.333	4.0	0.33300018		3.89362	5.01923	-1.1256099		4.00817	4.97802	-0.96985006		4.4700003	5.0		-0.52999973		6.2050004	7.0		-0.7949996		0.52999973	8.333333	3.626943	0.0	4.70639	3.626943	5.875	5.6632123	5.5	0.2117877	0.1632123	4.70639	0.0	0.0	9.1	0.0	0.44000006	45.945946	1.0	0.0		1.0	
"Finland"	14.0	15091	5.0	2009.0	"VAS"	14223	3.954	4.371	3.909	-0.41699982	0.4619999	4.585	3.981	4.956	0.6040001	-0.9749999	0.6040001	32.0		4.234	4.333	-0.09899998	0.33300018	4.50282	3.89362	0.6092	-1.1256099	4.58909	4.00817	0.58091974	-0.96985006	4.2083335	4.4700003	5.0	-0.26166677	-0.52999973	5.8125	6.2050004	7.0	-0.3925004	-0.7949996	0.26166677	-2.5641026	8.333333	3.626943	-10.897436	4.70639	5.3846154	5.875	5.6632123	-0.49038458	0.2117877	10.897436	0.0	0.0	5.9	0.0	0.21000004	42.05128	0.6363636	1.0	0.0	-0.36363637	1.0
"Finland"	14.0	15041	4.0	2004.0	"SPD"	14320	4.593	5.064		-0.4710002		6.441	5.031		1.4099998		1.4099998	90.0		6.356	5.742	0.61399984		6.40323	4.99123	1.4120002		6.49245	4.81707	1.6753802		6.3050003	6.6		-0.2949996		8.9575	9.4		-0.44249916		0.2949996	16.806723	28.301888	21.666666	-11.495165	6.6352215	6.2563024	6.773585	6.475	-0.5172825	0.29858494	11.495165	0.0	1.0	21.2	0.0	2.44	24.742268	0.0		1.0		
"Finland"	14.0	15091	5.0	2009.0	"SPD"	14320	5.143	4.593	5.064	0.5500002	-0.4710002	6.216	6.441	5.031	-0.2249999	1.4099998	0.2249999	101.0		6.409	6.356	0.052999973	0.61399984	6.21518	6.40323	-0.18805027	1.4120002	6.17197	6.49245	-0.32048035	1.6753802	5.9591665	6.3050003	6.6	-0.34583378	-0.2949996	8.438749	8.9575	9.4	-0.51875114	-0.44249916	0.34583378	3.7313433	16.806723	28.301888	-13.075379	-11.495165	5.6679106	6.2563024	6.773585	-0.5883918	-0.5172825	13.075379	0.0	0.0	17.5	0.0	1.96	36.43216	1.0	0.0		1.0	
"Finland"	14.0	15041	4.0	2004.0	"KD"	14520	2.79	4.5		-1.71		5.146	5.457		-0.31099987		0.31099987	16.0	1.0	4.25	6.667	-2.4169998		5.0625	5.30612	-0.24361992		5.23577	5.57292	-0.33714962		3.9450002	2.6		1.3450003		5.4175005	3.3999999		2.0175006		1.3450003	-4.83871	-2.7027028		-2.136007		5.282258	5.3783784		-0.09612036		2.136007	0.0	0.0	4.3	1.0	0.109999895	7.8125			-1.0		
"Finland"	14.0	15091	5.0	2009.0	"KD"	14520	3.813	2.79	4.5	1.023	-1.71	5.576	5.146	5.457	0.4300003	-0.31099987	0.4300003	16.0	1.0	5.331	4.25	1.0809999	-2.4169998	5.51756	5.0625	0.45506	-0.24361992	5.60765	5.23577	0.37187958	-0.33714962	3.8333335	3.9450002	2.6	-0.11166668	1.3450003	5.25	5.4175005	3.3999999	-0.1675005	2.0175006	0.11166668	-16.990292	-4.83871	-2.7027028	-12.151582	-2.136007	4.735437	5.282258	5.3783784	-0.5468211	-0.09612036	12.151582	0.0	0.0	14.0	1.0	0.17000008	15.107914	0.0				
"Finland"	14.0	15041	4.0	2004.0	"KOK"	14620	5.359	5.306		0.052999973		6.977	5.659		1.3180003		1.3180003	85.0		7.188	6.682	0.50600004		6.89243	5.52679	1.3656397		6.98777	5.57609	1.4116802		6.67	7.0		-0.32999992		9.505	10.0		-0.4949999		0.32999992	9.246575	12.727273	18.439716	-3.4806976	-5.7124434	5.9160957	6.072727	6.3297873	-0.15663147	-0.25706005	3.4806976	0.0	0.0	23.7	0.0	2.67	9.7561		1.0	1.0		0.0
"Finland"	14.0	15091	5.0	2009.0	"KOK"	14620	5.558	5.359	5.306	0.19899988	0.052999973	7.317	6.977	5.659	0.33999968	1.3180003	0.33999968	128.0		7.335	7.188	0.14699984	0.50600004	7.26035	6.89243	0.3679204	1.3656397	7.34157	6.98777	0.35379982	1.4116802	6.500834	6.67	7.0	-0.16916609	-0.32999992	9.251251	9.505	10.0	-0.2537489	-0.4949999	0.16916609	18.918919	9.246575	12.727273	9.672343	-3.4806976	6.3513513	5.9160957	6.072727	0.43525553	-0.15663147	9.672343	0.0	1.0	23.2	0.0	2.5	20.555555	0.99999994		1.0		
"Finland"	14.0	15041	4.0	2004.0	"KESK"	14810	4.015	3.413		0.60199976		5.362	5.173		0.18900013		0.18900013	111.0		5.478	4.846	0.63199997		5.43674	5.02679	0.40994978		5.26299	5.45977	-0.1967802		5.2650003	4.0		1.2650003		7.3975005	5.5		1.8975005		1.2650003	13.902439	15.636364	3.937008	-1.7339249	11.699356	6.12561	6.203636	5.6771655	-0.078026295	0.52647066	1.7339249	0.0	1.0	23.4	0.0	0.7800002	7.636364	0.5	1.0	1.0	-0.5	0.0
"Finland"	14.0	15091	5.0	2009.0	"KESK"	14810	4.698	4.015	3.413	0.6830001	0.60199976	6.253	5.362	5.173	0.8909998	0.18900013	0.8909998	99.0		6.518	5.478	1.04	0.63199997	6.26244	5.43674	0.8257003	0.40994978	6.19079	5.26299	0.9278002	-0.1967802	5.4875	5.2650003	4.0	0.22249985	1.2650003	7.7312503	7.3975005	5.5	0.33374977	1.8975005	0.22249985	0.0	13.902439	15.636364	-13.902439	-1.7339249	5.5	6.12561	6.203636	-0.6256099	-0.078026295	13.902439	0.0	1.0	19.0	0.0	1.4899998	15.089514	0.84615386	0.5	1.0	0.34615386	-0.5
"Finland"	14.0	15041	4.0	2004.0	"SFP"	14901	5.72	4.455		1.2649999		6.051	5.634		0.4170003		0.4170003	19.0	1.0	6.526	6.8333	-0.3073001		5.94348	5.40187	0.54161024		6.09366	5.80583	0.28782988		6.4449997	6.4		0.0449996		9.1675	9.1		0.06749916		0.0449996	18.218624	27.433628	15.140845	-9.215004	12.292783	6.319838	6.7345133	6.181338	-0.41467524	0.55317545	9.215004	0.0	1.0	5.7	0.0	2.56	19.931273		1.0	1.0		0.0
"Finland"	14.0	15091	5.0	2009.0	"SFP"	14901	5.712	5.72	4.455	-0.007999897	1.2649999	6.402	6.051	5.634	0.35099983	0.4170003	0.35099983	15.0	1.0	6.64	6.526	0.11399984	-0.3073001	6.44245	5.94348	0.49897003	0.54161024	6.37899	6.09366	0.2853303	0.28782988	6.3324995	6.4449997	6.4	-0.11250019	0.0449996	8.998749	9.1675	9.1	-0.16875076	0.06749916	0.11250019	12.307693	18.218624	27.433628	-5.9109316	-9.215004	6.0538464	6.319838	6.7345133	-0.2659917	-0.41467524	5.9109316	0.0	1.0	6.1	0.0	2.33	25.471699			1.0		
"Netherlands"	22.0	23041	4.0	2004.0	"GREENS"	22110	5.782	7.0		-1.2179999		5.181	5.72		-0.53899956		0.53899956	99.0		5.869	6.378	-0.5089998		4.70513	5.90698	-1.2018499		5.13836	5.55778	-0.41941977		5.415	4.4545455		0.96045446		7.6225	6.181818		1.4406819		0.96045446	9.545163	15.833333	3.8575668	-6.28817	11.975766	5.9295325	6.2125	5.6735907	-0.28296757	0.53890944	6.28817	1.0	0.0	7.4	0.0	1.3800001	19.964664	1.0	0.9756097	0.8064516	0.02439028	0.1691581
"Netherlands"	22.0	23091	5.0	2009.0	"GREENS"	22110	7.105	5.782	7.0	1.323	-1.2179999	6.216	5.181	5.72	1.0349998	-0.53899956	1.0349998	75.0		7.384	5.869	1.5149999	-0.5089998	5.97368	4.70513	1.2685499	-1.2018499	6.11008	5.13836	0.97171974	-0.41941977	6.0232143	5.415	4.4545455	0.6082144	0.96045446	8.5348215	7.6225	6.181818	0.91232157	1.4406819	0.6082144	13.521127	9.545163	15.833333	3.9759636	-6.28817	6.108451	5.9295325	6.2125	0.17891836	-0.28296757	3.9759636	1.0	0.0	8.87	0.0	2.02	12.423448	0.8235294	1.0	0.9756097	-0.17647058	0.02439028
"Netherlands"	22.0	23041	4.0	2004.0	"SP"	22210	4.78	6.219		-1.4389997		4.204	4.674		-0.4699998		0.4699998	120.0		4.233	5.391	-1.158		4.0	5.04274	-1.0427399		4.22334	4.58043	-0.35709		2.5	2.6		-0.099999905		3.25	3.3999999		-0.14999986		0.099999905	0.75301206	-28.370222	-40.566036	29.123234	12.195814	5.5338855	4.22334	3.6745284	1.3105454	0.5488117	29.123234	0.0	0.0	7.0	1.0	0.0						
"Netherlands"	22.0	23091	5.0	2009.0	"SP"	22210	5.32	4.78	6.219	0.53999996	-1.4389997	5.178	4.204	4.674	0.974	-0.4699998	0.974	67.0		5.943	4.233	1.71	-1.158	5.23243	4.0	1.23243	-1.0427399	5.09279	4.22334	0.8694501	-0.35709	2.3214283	2.5	2.6	-0.1785717	-0.099999905	2.9821424	3.25	3.3999999	-0.26785755	-0.14999986	0.1785717	-8.783784	0.75301206	-28.370222	-9.536796	29.123234	5.1047297	5.5338855	4.22334	-0.42915583	1.3105454	9.536796	0.0	0.0	7.1	1.0	1.6800001						
"Netherlands"	22.0	23041	4.0	2004.0	"PVDA"	22320	5.377	6.657		-1.2800002		5.958	6.501		-0.54299974		0.54299974	230.0		6.026	6.848	-0.822		5.64706	6.18939	-0.54233027		5.97428	6.48403	-0.5097499		5.8450003	6.5454545		-0.70045424		8.2675	9.318182		-1.0506821		0.70045424	14.52514	23.00885	18.562874	-8.48371	4.4459763	6.153631	6.5353985	6.3353295	-0.38176727	0.20006895	8.48371	0.0	0.0	23.6	0.0	2.1100001	2.7568922	1.0	1.0	1.0	0.0	0.0
"Netherlands"	22.0	23091	5.0	2009.0	"PVDA"	22320	6.608	5.377	6.657	1.231	-1.2800002	6.53	5.958	6.501	0.572	-0.54299974	0.572	131.0		6.977	6.026	0.9510002	-0.822	6.37692	5.64706	0.7298603	-0.54233027	6.45481	5.97428	0.48053026	-0.5097499	5.3592854	5.8450003	6.5454545	-0.4857149	-0.70045424	7.538928	8.2675	9.318182	-0.7285719	-1.0506821	0.4857149	9.807516	14.52514	23.00885	-4.7176237	-8.48371	5.941338	6.153631	6.5353985	-0.21229315	-0.38176727	4.7176237	0.0	1.0	12.05	0.0	1.3600001	0.8377421	0.4358974	1.0	1.0	-0.5641026	0.0
"Netherlands"	22.0	23041	4.0	2004.0	"D66"	22330	5.696	7.039		-1.3429999		6.209	5.967		0.2420001		0.2420001	72.0		6.708	6.838	-0.12999964		6.03615	5.88636	0.14978981		6.18205	5.924	0.25805044		6.4700003	6.6363635		-0.16636324		9.205	9.454545		-0.2495451		0.16636324	14.095745	28.4	23.282442	-14.304255	5.1175575	6.1343083	6.778	6.54771	-0.64369154	0.23028994	14.304255	0.0	1.0	4.2	0.0	2.44	8.393285	0.39999998	1.0	1.0	-0.6	0.0
"Netherlands"	22.0	23091	5.0	2009.0	"D66"	22330	6.865	5.696	7.039	1.1689997	-1.3429999	6.768	6.209	5.967	0.559	0.2420001	0.559	113.0		7.427	6.708	0.71899986	-0.12999964	6.41139	6.03615	0.37523985	0.14978981	6.6948	6.18205	0.5127497	0.25805044	6.607143	6.4700003	6.6363635	0.13714266	-0.16636324	9.410714	9.205	9.454545	0.20571423	-0.2495451	0.13714266	14.643696	14.095745	28.4	0.54795074	-14.304255	6.1589665	6.1343083	6.778	0.024658203	-0.64369154	0.54795074	0.0	0.0	11.32	0.0	2.6100001	1.3262606	0.84615386	0.39999998	1.0	0.44615388	-0.6
"Netherlands"	22.0	23041	4.0	2004.0	"VVD"	22420	5.952	6.354		-0.40199995		5.961	5.77		0.19099998		0.19099998	151.0		5.801	6.349	-0.54799986		5.77011	5.47059	0.29952002		6.01465	5.65679	0.3578601		4.4700003	5.4545455		-0.98454523		6.2050004	7.681818		-1.4768176		0.98454523	13.662239	18.644068	11.137441	-4.9818287	7.506627	6.114801	6.338983	6.001185	-0.22418213	0.33779812	4.9818287	0.0	1.0	13.2	0.0	0.44000006	28.078817	1.0	1.0	0.5609756	0.0	0.4390244
"Netherlands"	22.0	23091	5.0	2009.0	"VVD"	22420	5.699	5.952	6.354	-0.25300026	-0.40199995	6.252	5.961	5.77	0.2909999	0.19099998	0.2909999	70.0		6.644	5.801	0.84299994	-0.54799986	5.85065	5.77011	0.0805397	0.29952002	6.25733	6.01465	0.24268007	0.3578601	4.0714283	4.4700003	5.4545455	-0.39857197	-0.98454523	5.6071424	6.2050004	7.681818	-0.59785795	-1.4768176	0.39857197	9.411765	13.662239	18.644068	-4.250474	-4.9818287	5.9235296	6.114801	6.338983	-0.1912713	-0.22418213	4.250474	0.0	0.0	11.39	0.0	0.07000017	20.810312	0.8461538	1.0	1.0	-0.1538462	0.0
"Netherlands"	22.0	23041	4.0	2004.0	"CDA"	22521	4.796	6.939		-2.1430001		6.544	6.332		0.21200037		0.21200037	146.0		6.719	7.155	-0.43600035		6.42529	6.22388	0.2014103		6.52394	6.14252	0.38142014		5.5550003	6.4545455		-0.8995452		7.8325005	9.181818		-1.3493176		0.8995452	21.052631	14.545455	18.018019	6.5071764	-3.4725637	6.4473686	6.1545453	6.310811	0.2928233	-0.15626574	6.5071764	0.0	1.0	24.4	0.0	1.7800002	2.467344	1.0	1.0	1.0	0.0	0.0
"Netherlands"	22.0	23091	5.0	2009.0	"CDA"	22521	6.312	4.796	6.939	1.5159998	-2.1430001	6.642	6.544	6.332	0.09800005	0.21200037	0.09800005	152.0		6.921	6.719	0.20200014	-0.43600035	6.30769	6.42529	-0.117599964	0.2014103	6.61541	6.52394	0.091469765	0.38142014	5.2967854	5.5550003	6.4545455	-0.25821495	-0.8995452	7.445178	7.8325005	9.181818	-0.38732243	-1.3493176	0.25821495	15.212264	21.052631	14.545455	-5.8403673	6.5071764	6.1845517	6.4473686	6.1545453	-0.2628169	0.2928233	5.8403673	0.0	1.0	20.05	0.0	1.3000002	4.000001	0.5802469	1.0	1.0	-0.41975307	0.0
"France"	31.0	32041	4.0	2004.0	"LES VERTS"	31110	7.018	7.55		-0.53200006		5.292	6.21		-0.9180002		0.9180002	57.0		6.912	8.067	-1.1550002		4.94108	6.18965	-1.24857		5.48494	6.05706	-0.5721197		4.965	5.142857		-0.17785692		6.9475	7.214286		-0.26678562		0.17785692	7.106599	8.527132		-1.4205332		5.819797	5.883721		-0.063923836		1.4205332	1.0	0.0	7.4	0.0	1.1500001	12.781955	1.0	1.0		0.0	
"France"	31.0	32091	5.0	2009.0	"EE"	31110	5.804	7.018	7.55	-1.2140002	-0.53200006	6.406	5.292	6.21	1.1140003	-0.9180002	1.1140003	75.0		7.204	6.912	0.29199982	-1.1550002	6.26573	4.94108	1.3246498	-1.24857	6.34743	5.48494	0.8624902	-0.5721197	5.7783337	4.965	5.142857	0.8133335	-0.17785692	8.1675005	6.9475	7.214286	1.2200003	-0.26678562	0.8133335	5.151515	7.106599	8.527132	-1.9550838	-1.4205332	5.731818	5.819797	5.883721	-0.08797884	-0.063923836	1.9550838	1.0	0.0	16.28	0.0	1.7800002		0.9411764	1.0	1.0	-0.058823586	0.0
"France"	31.0	32041	4.0	2004.0	"PC"	31220						3.749	5.242		-1.493		1.493		1.0					3.563	4.99091	-1.4279101						2.44	2.7142856		-0.27428555		3.16	3.5714283		-0.4114282		0.27428555	-3.8043478	15.384615	-21.797752	-19.188963	37.182365	5.3288045	6.1923075	4.519101	-0.863503	1.6732063	19.188963	0.0	0.0	5.3	1.0	1.23	17.5	1.0	-1.0	-0.33333334	2.0	-0.6666666
"France"	31.0	32091	5.0	2009.0	"EXTRA-GAUCHE"	31220	4.529					4.492	3.749	5.242	0.74300003	-1.493	0.74300003	33.0		6.155				4.512	3.563	0.9490001	-1.4279101	4.35106				2.6108334	2.44	2.7142856	0.17083335	-0.27428555	3.4162502	3.16	3.5714283	0.25625014	-0.4114282	0.17083335	0.0	-3.8043478	15.384615	3.8043478	-19.188963	5.5	5.3288045	6.1923075	0.1711955	-0.863503	3.8043478	0.0	0.0		1.0	1.3900001		1.0	1.0	-1.0	0.0	2.0
"France"	31.0	32041	4.0	2004.0	"PS"	31320	6.027	6.93		-0.9029999		5.624	6.2		-0.57599974		0.57599974	329.0		6.629	6.955	-0.32599974		5.2496				5.38107				5.385	6.428571		-1.043571		7.5775003	9.142857		-1.5653563		1.043571	18.309858	10.97561	16.294643	7.3342485	-5.3190336	6.3239436	5.993902	6.2332587	0.3300414	-0.23935652	7.3342485	0.0	0.0	28.9	0.0	1.77	16.091953	0.8	1.0	1.0	-0.19999999	0.0
"France"	31.0	32091	5.0	2009.0	"PS"	31320	5.946	6.027	6.93	-0.08099985	-0.9029999	5.93	5.624	6.2	0.30599976	-0.57599974	0.30599976	114.0		7.174	6.629	0.5449996	-0.32599974	5.85709	5.2496	0.60749006		5.61105	5.38107	0.22997999		5.84375	5.385	6.428571	0.45874977	-1.043571	8.265625	7.5775003	9.142857	0.68812466	-1.5653563	0.45874977	4.6511626	18.309858	10.97561	-13.658695	7.3342485	5.7093024	6.3239436	5.993902	-0.6146412	0.3300414	13.658695	0.0	0.0	16.48	0.0	1.8499999		1.0	0.8	1.0	0.19999999	-0.19999999
"France"	31.0	32041	4.0	2004.0	"UDF"	31624	6.898	6.95		-0.052000046		5.833	5.942		-0.10899973		0.10899973	59.0	1.0	7.814	7.083	0.73099995		5.47134	5.93722	-0.46587992		6.0	5.90598	0.09401989		6.355	6.428571		-0.073571205		9.0325	9.142857		-0.11035633		0.073571205	22.258415	22.12885		0.12956429		6.501629	6.495798		0.005830765		0.12956429	0.0	0.0	12.0	0.0	2.38	7.204611	1.0	1.0		0.0	
"France"	31.0	32041	4.0	2004.0	"FN"	31720	2.955	5.333		-2.3780003		2.631						20.0		4.3				2.743				2.47989				1.0	1.1428572		-0.1428572		1.0	1.2142859		-0.21428585		0.1428572	-34.520123	-16.90141	-11.111111	-17.618713	-5.7902985	3.9465945	4.7394366	5.0	-0.79284215	-0.26056337	17.618713	0.0	0.0	9.8	1.0	3.0	27.564102	-1.0	-1.0	0.0022272053	0.0	-1.0022272
"France"	31.0	32091	5.0	2009.0	"FN"	31720	3.443	2.955	5.333	0.48800015	-2.3780003	2.735	2.631		0.10399985		0.10399985	8.0	1.0	8.313	4.3	4.0129995		3.02137	2.743	0.2783699		2.503	2.47989	0.023109913		1.1666665	1.0	1.1428572	0.16666651	-0.1428572	1.2499998	1.0	1.2142859	0.24999976	-0.21428585	0.16666651	-46.56085	-34.520123	-16.90141	-12.040726	-17.618713	3.4047618	3.9465945	4.7394366	-0.5418327	-0.79284215	12.040726	0.0	0.0	6.3	1.0	2.83		-1.0	-1.0	-1.0	0.0	0.0
"Italy"	32.0	33041	4.0	2004.0	"RC"	32212	6.439	6.406		0.032999992		5.106	4.169		0.9369998		0.9369998	42.0		6.357	6.092	0.26499987		6.0	4.17401	1.8259902		5.02273	4.02578	0.9969497		3.27	3.0		0.26999998		4.4049997	4.0		0.40499973		0.26999998	-2.1606648	-1.317523	-26.31579	-0.8431418	24.998268	5.40277	5.4407115	4.315789	-0.037941456	1.1249223	0.8431418	0.0	0.0	6.1	1.0	0.46000004	32.378517	-0.516129	-0.75	-1.0	0.23387098	0.25
"Italy"	32.0	33041	4.0	2004.0	"FORZA ITALIA"	32610	5.811	6.0747		-0.2637		5.469	5.754		-0.28500032		0.28500032	127.0		6.929	7.211	-0.28200006		5.8	5.20043	0.5995703		5.20584	5.46804	-0.26219988		4.375	4.8333335		-0.4583335		6.0625	6.75		-0.6875		0.4583335	12.618297	12.941176	9.756098	-0.3228798	3.1850786	6.0678234	6.082353	5.9390244	-0.014529705	0.14332867	0.3228798	0.0	1.0	21.0	0.0	0.6199999	18.67955	1.0		1.0		
"Italy"	32.0	33041	4.0	2004.0	"AN/MSI"	32710	5.809	6.686		-0.87699986		5.381	5.399		-0.018000126		0.018000126	102.0		6.735	7.029	-0.29399967		5.44444	4.88367	0.56077003		5.19041	5.23559	-0.045179844		4.5299997	3.6666667		0.863333		6.2949996	5.0		1.2949996		0.863333	14.393939	13.076923	3.1847134	1.3170156	9.89221	6.1477275	6.0884614	5.643312	0.05926609	0.44514942	1.3170156	0.0	1.0	11.5	0.0	0.30999994	18.67955	1.0		0.07692311		
"Italy"	32.0	33041	4.0	2004.0	"LEGA NORD"	32720	4.968	5.649		-0.68100023		3.513	3.739		-0.22600007		0.22600007	40.0		5.125	5.705	-0.5799999		4.33333	3.68545	0.6478801		3.42105	3.69614	-0.27508998		1.905	3.1666667		-1.2616668		2.3575	4.25		-1.8924999		1.2616668	-7.951807	15.320911	23.555555	-23.272718	-8.234644	5.1421685	6.189441	6.56	-1.0472727	-0.37055874	23.272718	0.0	1.0	5.0	1.0	1.69	18.67955	1.0	1.0	1.0	0.0	0.0
"Italy"	32.0	33091	5.0	2009.0	"LEGA NORD"	32720	4.9	4.968	5.649	-0.06799984	-0.68100023	4.269	3.513	3.739	0.75600004	-0.22600007	0.75600004	58.0		5.236	5.125	0.11100006	-0.5799999	4.50526	4.33333	0.17192984	0.6478801	4.179	3.42105	0.7579498	-0.27508998	2.3750002	1.905	3.1666667	0.47000027	-1.2616668	3.0625005	2.3575	4.25	0.7050004	-1.8924999	0.47000027	-3.6195884	-7.951807	15.320911	4.3322186	-23.272718	5.3371186	5.1421685	6.189441	0.1949501	-1.0472727	4.3322186	0.0	1.0	10.2	1.0	1.6600001			1.0	1.0		0.0
"Spain"	33.0	34041	4.0	2004.0	"IU"	33220	7.29	7.292		-0.001999855		5.849	4.508		1.3410001		1.3410001	29.0	1.0	6.862	6.235	0.62699986		5.98077	4.53425	1.4465203		5.73719	4.35417	1.3830199		4.46	3.6666667		0.7933333		6.19	5.0		1.19		0.7933333	2.2526934	7.6923075	8.031496	-5.4396143	-0.33918858	5.6013713	5.8461537	5.8614173	-0.24478245	-0.015263557	5.4396143	0.0	0.0	4.2	0.0	0.3800001	16.511795	0.06666666	-0.5660378	-0.0780142	0.63270444	-0.48802358
"Spain"	33.0	34091	5.0	2009.0	"IU"	33220	7.143	7.29	7.292	-0.14699984	-0.001999855	5.375	5.849	4.508	-0.47399998	1.3410001	0.47399998	36.0		7.6	6.862	0.7379999	0.62699986	5.38053	5.98077	-0.60024023	1.4465203	5.17981	5.73719	-0.5573797	1.3830199	4.6975	4.46	3.6666667	0.23750019	0.7933333	6.5462503	6.19	5.0	0.3562503	1.19	0.23750019	0.7386888	2.2526934	7.6923075	-1.5140046	-5.4396143	5.533241	5.6013713	5.8461537	-0.06813049	-0.24478245	1.5140046	0.0	0.0	3.73	0.0	0.6999998	16.812016	-0.1304348	0.06666666	-0.5660378	-0.19710146	0.63270444
"Spain"	33.0	34041	4.0	2004.0	"PSOE"	33320	6.343	6.804		-0.46099997		6.509	6.362		0.14699984		0.14699984	299.0		6.84	6.8	0.03999996		6.61798	6.26748	0.3505001		6.036	6.28571	-0.24971008		6.8450003	6.9166665		-0.07166624		9.7675	9.875		-0.10750008		0.07166624	20.88889	21.468927	21.370968	-0.5800381	0.09795952	6.44	6.4661016	6.461694	-0.02610159	0.0044078827	0.5800381	0.0	1.0	43.5	0.0	2.69	12.390964	1.0	1.0	1.0	0.0	0.0
"Spain"	33.0	34091	5.0	2009.0	"PSOE"	33320	7.249	6.343	6.804	0.90600014	-0.46099997	6.549	6.509	6.362	0.03999996	0.14699984	0.03999996	186.0		7.261	6.84	0.421	0.03999996	6.55882	6.61798	-0.059160233	0.3505001	6.13933	6.036	0.103330135	-0.24971008	6.8125	6.8450003	6.9166665	-0.032500267	-0.07166624	9.71875	9.7675	9.875	-0.048749924	-0.10750008	0.032500267	2.227723	20.88889	21.468927	-18.661167	-0.5800381	5.6002474	6.44	6.4661016	-0.8397527	-0.02610159	18.661167	0.0	1.0	38.51	0.0	2.81	23.224104	1.0	1.0	1.0	0.0	0.0
"Spain"	33.0	34041	4.0	2004.0	"PP"	33610	6.058	7.122		-1.0640001		5.499	6.75		-1.2509999		1.2509999	128.0		6.703	7.714	-1.0110002		5.94318	6.59357	-0.65039015		4.93447	6.445	-1.51053		6.075	6.4166665		-0.3416667		8.612499	9.125		-0.51250076		0.3416667	13.869863	11.18677	3.4188035	2.683092	7.767967	6.1241436	6.0034046	5.6538463	0.12073898	0.34955835	2.683092	0.0	0.0	41.2	0.0	2.23	9.308952	1.0	1.0	1.0	0.0	0.0
